tblidx	wszName	Type
5670750	靈魂強化服（鞋子）	ITEM_DATA
5670751	外觀為黑色，穿著的瞬間會產生邪惡的副作用。	ITEM_DATA
5670760	嘉年華極樂魔衣（上）	ITEM_DATA
5670761	非常喜愛小丑的初代魔人所設計的，就像傳統般地流傳下\n來。	ITEM_DATA
5670770	嘉年華極樂魔衣（下）	ITEM_DATA
5670771	非常喜愛小丑的初代魔人所設計的，就像傳統般地流傳下\n來。	ITEM_DATA
5670780	嘉年華極樂魔衣（鞋子）	ITEM_DATA
5670781	非常喜愛小丑的初代魔人所設計的，就像傳統般地流傳下\n來。	ITEM_DATA
5670790	Z美味魔衣（上)	ITEM_DATA
5670791	仿造糖果包裝紙製成的蓬蓬服裝，猛一看穿起來根本跟糖\n果沒兩樣。	ITEM_DATA
5670800	Z美味魔衣（下）	ITEM_DATA
5670801	仿造糖果包裝紙製成的蓬蓬服裝，猛一看穿起來根本跟糖\n果沒兩樣。	ITEM_DATA
5670810	Z美味魔衣（鞋子）	ITEM_DATA
5670811	仿造糖果包裝紙製成的蓬蓬服裝，猛一看穿起來根本跟糖\n果沒兩樣。	ITEM_DATA
5670820	（Name準備中）（上）	ITEM_DATA
5670821	 	ITEM_DATA
5670830	（Name準備中）（下）	ITEM_DATA
5670831	 	ITEM_DATA
5670840	（Name準備中）（鞋子）	ITEM_DATA
5670841	 	ITEM_DATA
5670850	（Name準備中）（上）	ITEM_DATA
5670851	 	ITEM_DATA
5670860	（Name準備中）（下）	ITEM_DATA
5670861	 	ITEM_DATA
5670870	（Name準備中）（鞋子）	ITEM_DATA
5670871	 	ITEM_DATA
5670880	神賜極樂魔衣（上）EX	ITEM_DATA
5670881	 	ITEM_DATA
5670890	神賜極樂魔衣（下）EX	ITEM_DATA
5670891	 	ITEM_DATA
5670900	神賜極樂魔衣（鞋子）EX	ITEM_DATA
5670901	 	ITEM_DATA
5670910	極品美味魔衣（上）EX	ITEM_DATA
5670911	 	ITEM_DATA
5670920	極品美味魔衣（下）EX	ITEM_DATA
5670921	 	ITEM_DATA
5670930	極品美味魔衣（鞋子）EX	ITEM_DATA
5670931	 	ITEM_DATA
5670940	（Name準備中）（上）	ITEM_DATA
5670941	 	ITEM_DATA
5670950	（Name準備中）（下）	ITEM_DATA
5670951	 	ITEM_DATA
5670960	（Name準備中）（鞋子）	ITEM_DATA
5670961	 	ITEM_DATA
5670970	（Name準備中）（上）	ITEM_DATA
5670971	 	ITEM_DATA
5670980	（Name準備中）（下）	ITEM_DATA
5670981	 	ITEM_DATA
5670990	（Name準備中）（鞋子）	ITEM_DATA
5670991	 	ITEM_DATA
5671000	極樂魔衣夜行裝（上）EX	ITEM_DATA
5671001	 	ITEM_DATA
5671010	極樂魔衣夜行裝（下）EX	ITEM_DATA
5671011	 	ITEM_DATA
5671020	極樂魔衣夜行裝（鞋子）EX	ITEM_DATA
5671021	 	ITEM_DATA
5671030	Z特殊美味魔衣（上）EX	ITEM_DATA
5671031	 	ITEM_DATA
5671040	Z特殊美味魔衣（下）EX	ITEM_DATA
5671041	 	ITEM_DATA
5671050	Z特殊美味魔衣（鞋子）EX	ITEM_DATA
5671051	 	ITEM_DATA
5671060	（Name準備中）（上）	ITEM_DATA
5671061	 	ITEM_DATA
5671070	（Name準備中）（下）	ITEM_DATA
5671071	 	ITEM_DATA
5671080	（Name準備中）（鞋子）	ITEM_DATA
5671081	 	ITEM_DATA
5673010	裝甲戰鬥套裝(上) M	ITEM_DATA
5673011	比一般的戰鬥套裝強化.\n提高更高的防禦力.\n	ITEM_DATA
5673020	裝甲戰鬥套裝(下)M 	ITEM_DATA
5673021	比一般的戰鬥套裝強化.\n提高更高的防禦力.\n	ITEM_DATA
5673030	裝甲戰鬥套裝(鞋) M	ITEM_DATA
5673031	比一般的戰鬥套裝強化.\n提高更高的防禦力.\n	ITEM_DATA
5674010	戰鬥套裝力量(上) M	ITEM_DATA
5674011	比一般的戰鬥套裝強化整體\n構造的模組. 幫助氣的循環.	ITEM_DATA
5674020	戰鬥套裝力量(下)M 	ITEM_DATA
5674021	比一般的戰鬥套裝強化整體\n構造的模組. 幫助氣的循環.	ITEM_DATA
5674030	戰鬥套裝力量(鞋) M	ITEM_DATA
5674031	比一般的戰鬥套裝強化整體\n構造的模組. 幫助氣的循環.	ITEM_DATA
5675010	戰鬥套裝(上) M	ITEM_DATA
5675011	在相當高科技的世界所製作的戰鬥套裝.\n含有在神聖的特殊物質\n具有高耐久度.\n	ITEM_DATA
5675020	戰鬥套裝(下)M 	ITEM_DATA
5675021	在相當高科技的世界所製作的戰鬥套裝.\n含有在神聖的特殊物質\n具有高耐久度.\n	ITEM_DATA
5675030	戰鬥套裝(鞋) M	ITEM_DATA
5675031	在相當高科技的世界所製作的戰鬥套裝.\n含有在神聖的特殊物質\n具有高耐久度.\n	ITEM_DATA
5675510	高層次戰鬥套裝(上) M	ITEM_DATA
5675511	讓戰鬥套裝內部所流動的氣更新案定的\n特殊物質能夠提高戰鬥力.\n	ITEM_DATA
5675520	高層次戰鬥套裝(下)M 	ITEM_DATA
5675521	讓戰鬥套裝內部所流動的氣更新案定的\n特殊物質能夠提高戰鬥力.\n	ITEM_DATA
5675530	高層次戰鬥套裝(鞋) M	ITEM_DATA
5675531	讓戰鬥套裝內部所流動的氣更新案定的\n特殊物質能夠提高戰鬥力.\n	ITEM_DATA
5676010	超級戰鬥套裝(上) M	ITEM_DATA
5676011	如同超人般鋼鐵防禦力的戰鬥套裝.\n	ITEM_DATA
5676020	超級戰鬥套裝(下)M 	ITEM_DATA
5676021	如同超人般鋼鐵防禦力的戰鬥套裝.\n	ITEM_DATA
5676030	超級戰鬥套裝(鞋) M	ITEM_DATA
5676031	如同超人般鋼鐵防禦力的戰鬥套裝.\n	ITEM_DATA
5676510	終極戰鬥套裝(上) M	ITEM_DATA
5676511	加強了 CC的新素質提高了強力的\n防禦力及戰鬥力.\n	ITEM_DATA
5676520	終極戰鬥套裝(下)M 	ITEM_DATA
5676521	加強了 CC的新素質提高了強力的\n防禦力及戰鬥力.\n	ITEM_DATA
5676530	終極戰鬥套裝(鞋) M	ITEM_DATA
5676531	加強了 CC的新素質提高了強力的\n防禦力及戰鬥力.\n	ITEM_DATA
5677010	歐米茄戰鬥套裝(上) M	ITEM_DATA
5677011	激發究極力量的戰鬥套裝.\n內有提高氣流動的特殊裝備\n來幫助戰鬥.	ITEM_DATA
5677020	歐米茄戰鬥套裝(下)M 	ITEM_DATA
5677021	激發究極力量的戰鬥套裝.\n內有提高氣流動的特殊裝備\n來幫助戰鬥.	ITEM_DATA
5677030	歐米茄戰鬥套裝(鞋) M	ITEM_DATA
5677031	激發究極力量的戰鬥套裝.\n內有提高氣流動的特殊裝備\n來幫助戰鬥.	ITEM_DATA
5677510	戰鬥套裝+(上) M	ITEM_DATA
5677511	以弗里札軍使用的球形戰鬥套裝\n為基礎所強化的模組\n輕巧且方便.	ITEM_DATA
5677520	戰鬥套裝+(下)M	ITEM_DATA
5677521	以弗里札軍使用的球形戰鬥套裝\n為基礎所強化的模組\n輕巧且方便.	ITEM_DATA
5677530	戰鬥套裝+(鞋) M	ITEM_DATA
5677531	以弗里札軍使用的球形戰鬥套裝\n為基礎所強化的模組\n輕巧且方便.	ITEM_DATA
5678010	戰鬥套裝火力全開(上) M	ITEM_DATA
5678011	以弗里札軍的球形戰鬥套裝為基礎\n採用了構造精緻且\n高戰鬥力的套裝	ITEM_DATA
5678020	戰鬥套裝火力全開(下)M	ITEM_DATA
5678021	以弗里札軍的球形戰鬥套裝為基礎\n採用了構造精緻且\n高戰鬥力的套裝	ITEM_DATA
5678030	戰鬥套裝火力全開(鞋) M	ITEM_DATA
5678031	以弗里札軍的球形戰鬥套裝為基礎\n採用了構造精緻且\n高戰鬥力的套裝	ITEM_DATA
5678510	銀河戰鬥服(上) M	ITEM_DATA
5678511	Galactic Combat Gear with improved air flow to help within the fight.	ITEM_DATA
5678520	銀河戰鬥服(下) M	ITEM_DATA
5678521	Galactic Combat Gear with improved air flow to help within the fight.	ITEM_DATA
5678530	銀河戰鬥服(鞋) M	ITEM_DATA
5678531	Galactic Combat Gear with improved air flow to help within the fight.	ITEM_DATA
5680010	初心者魔衣（上）EX	ITEM_DATA
5680011	剛出道的意魔人一開始穿的糖衣。考慮到新手的角度，以\n方便移動為重點。	ITEM_DATA
5680020	初心者魔衣（下）EX	ITEM_DATA
5680021	剛出道的意魔人一開始穿的糖衣。考慮到新手的角度，以\n方便移動為重點。	ITEM_DATA
5680030	初心者魔衣（鞋子）EX	ITEM_DATA
5680031	剛出道的意魔人一開始穿的糖衣。考慮到新手的角度，以\n方便移動為重點。	ITEM_DATA
5680040	輕柔魔衣（上）EX	ITEM_DATA
5680041	既柔軟又優雅，有品味的魔衣。	ITEM_DATA
5680050	輕柔魔衣（下）EX	ITEM_DATA
5680051	既柔軟又優雅，有品味的魔衣。	ITEM_DATA
5680060	輕柔魔衣（鞋子）EX	ITEM_DATA
5680061	既柔軟又優雅，有品味的魔衣。	ITEM_DATA
5680070	初心者開心服（上）EX	ITEM_DATA
5680071	剛出道的意魔人一開始穿的樂活衣。製造得很輕便，方便\n進行移動。	ITEM_DATA
5680080	初心者開心服（下）EX	ITEM_DATA
5680081	剛出道的意魔人一開始穿的樂活衣。製造得很輕便，方便\n進行移動。	ITEM_DATA
5680090	初心者開心服（鞋子）EX	ITEM_DATA
5680091	剛出道的意魔人一開始穿的樂活衣。製造得很輕便，方便\n進行移動。	ITEM_DATA
5680100	魔衣（上）EX	ITEM_DATA
5680101	習慣於修行的意魔人們最常穿著的普通魔衣。相較於初學\n者用的版本，防禦力獲得大幅提升。	ITEM_DATA
5680110	魔衣（下）EX	ITEM_DATA
5680111	習慣於修行的意魔人們最常穿著的普通魔衣。相較於初學\n者用的版本，防禦力獲得大幅提升。	ITEM_DATA
5680120	魔衣（鞋子）EX	ITEM_DATA
5680121	習慣於修行的意魔人們最常穿著的普通魔衣。相較於初學\n者用的版本，防禦力獲得大幅提升。	ITEM_DATA
5680130	晝夜樂活衣（上）EX	ITEM_DATA
5680131	利用絕對快感的素材製作而成。無論怎麼疲憊辛苦，也能\n讓人心情愉快的奇蹟的樂活衣。	ITEM_DATA
5680140	晝夜樂活衣（下）EX	ITEM_DATA
5680141	利用絕對快感的素材製作而成。無論怎麼疲憊辛苦，也能\n讓人心情愉快的奇蹟的樂活衣。	ITEM_DATA
5680150	晝夜樂活衣（鞋子）EX	ITEM_DATA
5680151	利用絕對快感的素材製作而成。無論怎麼疲憊辛苦，也能\n讓人心情愉快的奇蹟的樂活衣。	ITEM_DATA
5680160	簡易魔衣（上）EX	ITEM_DATA
5680161	就像羽毛般輕柔，十分方便活動的魔衣。	ITEM_DATA
5680170	簡易魔衣（下）EX	ITEM_DATA
5680171	就像羽毛般輕柔，十分方便活動的魔衣。	ITEM_DATA
5680180	簡易魔衣（鞋子）EX	ITEM_DATA
5680181	就像羽毛般輕柔，十分方便活動的魔衣。	ITEM_DATA
5680190	樂活衣（上）EX	ITEM_DATA
5680191	習慣於修行的意魔人們最常穿著的樂活魔衣。相較於初學\n者用的版本，防禦力獲得大幅提升。	ITEM_DATA
5680200	樂活衣（下）EX	ITEM_DATA
5680201	習慣於修行的意魔人們最常穿著的樂活魔衣。相較於初學\n者用的版本，防禦力獲得大幅提升。	ITEM_DATA
5680210	樂活衣（鞋子）EX	ITEM_DATA
5680211	習慣於修行的意魔人們最常穿著的樂活魔衣。相較於初學\n者用的版本，防禦力獲得大幅提升。	ITEM_DATA
5680220	甜心魔衣（上）EX	ITEM_DATA
5680221	身為意魔人，只有獲得認可的人才能穿的甜心魔衣。	ITEM_DATA
5680230	甜心魔衣（下）EX	ITEM_DATA
5680231	身為意魔人，只有獲得認可的人才能穿的甜心魔衣。	ITEM_DATA
5680240	甜心魔衣（鞋子）EX	ITEM_DATA
5680241	身為意魔人，只有獲得認可的人才能穿的甜心魔衣。	ITEM_DATA
5680250	橡膠糖衣（上）EX	ITEM_DATA
5680251	使用膠囊公司的新素材CC橡膠製成的樂活衣。伸縮性良\n好，防禦功能也很出色。	ITEM_DATA
5680260	橡膠糖衣（下）EX	ITEM_DATA
5680261	使用膠囊公司的新素材CC橡膠製成的樂活衣。伸縮性良\n好，防禦功能也很出色。	ITEM_DATA
5680270	橡膠糖衣（鞋子）EX	ITEM_DATA
5680271	使用膠囊公司的新素材CC橡膠製成的樂活衣。伸縮性良\n好，防禦功能也很出色。	ITEM_DATA
5680280	普天同慶魔衣（上）EX	ITEM_DATA
5680281	凝聚快樂的快活能量使其更強化的超快活上衣。強調活動\n性。	ITEM_DATA
5680290	普天同慶魔衣（下）EX	ITEM_DATA
5680291	凝聚快樂的快活能量使其更強化的超快活褲子。強調活動\n性。	ITEM_DATA
5680300	普天同慶魔衣（鞋子）EX	ITEM_DATA
5680301	凝聚快樂的快活能量使其更強化的超快活鞋子。強調活動\n性。	ITEM_DATA
5680310	經典橡膠糖衣（上）EX	ITEM_DATA
5680311	橡膠糖衣的經典。採用高級原料進行開發，完全不考慮成\n本。	ITEM_DATA
5680320	經典橡膠糖衣（下）EX	ITEM_DATA
5680321	橡膠糖衣的經典。採用高級原料進行開發，完全不考慮成\n本。	ITEM_DATA
5680330	經典橡膠糖衣（鞋子）EX	ITEM_DATA
5680331	橡膠糖衣的經典。採用高級原料進行開發，完全不考慮成\n本。	ITEM_DATA
5680340	驚訝魔衣（上）EX	ITEM_DATA
5680341	將從動物身上萃取的絨毛加工成靈魂毛料後，以此材質毛\n製成的基本驚訝魔衣。	ITEM_DATA
5680350	驚訝魔衣（下）EX	ITEM_DATA
5680351	將從動物身上萃取的絨毛加工成靈魂毛料後，以此材質毛\n製成的基本驚訝魔衣。	ITEM_DATA
5680360	驚訝魔衣（鞋子）EX	ITEM_DATA
5680361	將從動物身上萃取的絨毛加工成靈魂毛料後，以此材質毛\n製成的基本驚訝魔衣。	ITEM_DATA
5680370	舒適魔衣（上）EX	ITEM_DATA
5680371	膠囊公司的使用膠囊版製成的舒適魔衣。將膠囊原石吸收\n物質的能力應用於吸收衝擊上。	ITEM_DATA
5680380	舒適魔衣（下）EX	ITEM_DATA
5680381	膠囊公司的使用膠囊版製成的舒適魔衣。將膠囊原石吸收\n物質的能力應用於吸收衝擊上。	ITEM_DATA
5680390	舒適魔衣（鞋子）EX	ITEM_DATA
5680391	膠囊公司的使用膠囊版製成的舒適魔衣。將膠囊原石吸收\n物質的能力應用於吸收衝擊上。	ITEM_DATA
5680400	樂活魔衣（上）EX	ITEM_DATA
5680401	使用恐龍的皮來保護全身的快樂魔衣，不僅可以保護要害\n，還能提升整體防禦力。缺點是有點重。	ITEM_DATA
5680410	樂活魔衣（下）EX	ITEM_DATA
5680411	使用恐龍的皮來保護全身的快樂魔衣，不僅可以保護要害\n，還能提升整體防禦力。缺點是有點重。	ITEM_DATA
5680420	樂活魔衣（鞋子）EX	ITEM_DATA
5680421	使用恐龍的皮來保護全身的快樂魔衣，不僅可以保護要害\n，還能提升整體防禦力。缺點是有點重。	ITEM_DATA
5680430	龍意魔衣（（上）EX	ITEM_DATA
5680431	採用恐龍皮革設計而成的魔衣。恐龍的厚皮可以幫助大幅\n提升防禦力。	ITEM_DATA
5680440	龍意魔衣（下）EX	ITEM_DATA
5680441	採用恐龍皮革設計而成的魔衣。恐龍的厚皮可以幫助大幅\n提升防禦力。	ITEM_DATA
5680450	龍意魔衣（鞋子）EX	ITEM_DATA
5680451	採用恐龍皮革設計而成的魔衣。恐龍的厚皮可以幫助大幅\n提升防禦力。	ITEM_DATA
5680460	水晶開心魔裝（上）EX	ITEM_DATA
5680461	凝聚樂能量後灑滿水晶粉末所完成的模型自豪於高度防禦\n力。	ITEM_DATA
5680470	水晶開心魔裝（下）EX	ITEM_DATA
5680471	凝聚樂能量後灑滿水晶粉末所完成的模型自豪於高度防禦\n力。	ITEM_DATA
5680480	水晶開心魔裝（鞋子）EX	ITEM_DATA
5680481	凝聚樂能量後灑滿水晶粉末所完成的模型自豪於高度防禦\n力。	ITEM_DATA
5680490	藍龍意魔衣（上）EX	ITEM_DATA
5680491	用平常很難到手的高級恐龍皮製成的樂活衣。	ITEM_DATA
5680500	藍龍意魔衣（下）EX	ITEM_DATA
5680501	用平常很難到手的高級恐龍皮製成的樂活衣。	ITEM_DATA
5680510	藍龍意魔衣（鞋子）EX	ITEM_DATA
5680511	用平常很難到手的高級恐龍皮製成的樂活衣。	ITEM_DATA
5680520	驚訝群星魔衣（上）EX	ITEM_DATA
5680521	以和弗力札軍殘黨戰鬥中獲得的宇宙纖維製造。使用了部\n分橡膠原料的驚訝魔衣。	ITEM_DATA
5680530	驚訝群星魔衣（下）EX	ITEM_DATA
5680531	以和弗力札軍殘黨戰鬥中獲得的宇宙纖維製造。使用了部\n分橡膠原料的驚訝魔衣。	ITEM_DATA
5680540	驚訝群星魔衣（鞋子）EX	ITEM_DATA
5680541	以和弗力札軍殘黨戰鬥中獲得的宇宙纖維製造。使用了部\n分橡膠原料的驚訝魔衣。	ITEM_DATA
5680550	舒適魔衣星光版（上）EX	ITEM_DATA
5680551	以和弗力札軍殘黨戰鬥中獲得的宇宙纖維製造。使用了部\n分橡膠原料的舒適魔衣。	ITEM_DATA
5680560	舒適魔衣星光版（下）EX	ITEM_DATA
5680561	以和弗力札軍殘黨戰鬥中獲得的宇宙纖維製造。使用了部\n分橡膠原料的舒適魔衣。	ITEM_DATA
5680570	舒適魔衣星光版（鞋子）EX	ITEM_DATA
5680571	以和弗力札軍殘黨戰鬥中獲得的宇宙纖維製造。使用了部\n分橡膠原料的舒適魔衣。	ITEM_DATA
5680580	赤焰君子盔甲（上）EX	ITEM_DATA
5680581	用大方且氣派的色調和花紋裝飾而成的魔人用服飾。	ITEM_DATA
5680590	赤焰君子盔甲（下）EX	ITEM_DATA
5680591	用大方且氣派的色調和花紋裝飾而成的魔人用服飾。	ITEM_DATA
5680600	赤焰君子盔甲（鞋子）EX	ITEM_DATA
5680601	用大方且氣派的色調和花紋裝飾而成的魔人用服飾。	ITEM_DATA
5680610	鑽石樂活魔衣（上）EX	ITEM_DATA
5680611	讓心情更開心、更能表現出來的衣服愉快無比的上衣。將\n開心昇華為快活，加強此機能性。	ITEM_DATA
5680620	鑽石樂活魔衣（下）EX	ITEM_DATA
5680621	讓心情更開心、更能表現出來的衣服愉快無比的褲子。將\n開心昇華為快活，加強此機能性。	ITEM_DATA
5680630	鑽石樂活魔衣（鞋子）EX	ITEM_DATA
5680631	讓心情更開心、更能表現出來的衣服愉快無比的鞋子。將\n開心昇華為快活，加強此機能性。	ITEM_DATA
5680640	驚訝魔衣DD皮（上）EX	ITEM_DATA
5680641	將普通的驚訝魔衣用龍皮加厚，讓它變得更強且堅硬。	ITEM_DATA
5680650	驚訝魔衣DD皮（下）EX	ITEM_DATA
5680651	將普通的驚訝魔衣用龍皮加厚，讓它變得更強且堅硬。	ITEM_DATA
5680660	驚訝魔衣DD皮（鞋子）EX	ITEM_DATA
5680661	將普通的驚訝魔衣用龍皮加厚，讓它變得更強且堅硬。	ITEM_DATA
5680670	舒適魔衣D皮（上）EX	ITEM_DATA
5680671	將普通的舒適魔衣用龍皮加厚，讓它變得更強且安全。	ITEM_DATA
5680680	舒適魔衣D皮（下）EX	ITEM_DATA
5680681	將普通的舒適魔衣用龍皮加厚，讓它變得更強且安全。	ITEM_DATA
5680690	舒適魔衣D皮（鞋子）EX	ITEM_DATA
5680691	將普通的舒適魔衣用龍皮加厚，讓它變得更強且安全。	ITEM_DATA
5680700	靈魂樂活裝（上）	ITEM_DATA
5680701	根據羊角的造型設計的。比想像中還像樣。	ITEM_DATA
5680710	靈魂樂活裝（下）	ITEM_DATA
5680711	根據羊角的造型設計的。比想像中還像樣。	ITEM_DATA
5680720	靈魂樂活裝（鞋子）	ITEM_DATA
5680721	根據羊角的造型設計的。比想像中還像樣。	ITEM_DATA
5680730	靈魂樂活衣（上）	ITEM_DATA
5680731	看了羊吃草的模樣，結合羊角的顏色設計而成。跟一般的\n設計大有不同。	ITEM_DATA
5680740	靈魂樂活衣（下）	ITEM_DATA
5680741	看了羊吃草的模樣，結合羊角的顏色設計而成。跟一般的\n設計大有不同。	ITEM_DATA
5680750	靈魂樂活衣（鞋子）	ITEM_DATA
5680751	看了羊吃草的模樣，結合羊角的顏色設計而成。跟一般的\n設計大有不同。	ITEM_DATA
5680760	驚訝噴射魔衣（上）	ITEM_DATA
5680761	看了地球上播出的機器人漫畫後設計而成。長的真的就像\n機器人一樣。	ITEM_DATA
5680770	驚訝噴射魔衣（下）	ITEM_DATA
5680771	看了地球上播出的機器人漫畫後設計而成。長的真的就像\n機器人一樣。	ITEM_DATA
5680780	驚訝噴射魔衣（鞋子）	ITEM_DATA
5680781	看了地球上播出的機器人漫畫後設計而成。長的真的就像\n機器人一樣。	ITEM_DATA
5680790	舒適魔衣Z（上）	ITEM_DATA
5680791	看過地球TV播出的特殊影像後製造而成。	ITEM_DATA
5680800	舒適魔衣Z（下）	ITEM_DATA
5680801	看過地球TV播出的特殊影像後製造而成。	ITEM_DATA
5680810	舒適魔衣Z（鞋子）	ITEM_DATA
5680811	看過地球TV播出的特殊影像後製造而成。	ITEM_DATA
5680820	（Name準備中）（上）	ITEM_DATA
5680821	 	ITEM_DATA
5680830	（Name準備中）（下）	ITEM_DATA
5680831	 	ITEM_DATA
5680840	（Name準備中）（鞋子）	ITEM_DATA
5680841	 	ITEM_DATA
5680850	（Name準備中）（上）	ITEM_DATA
5680851	 	ITEM_DATA
5680860	（Name準備中）（下）	ITEM_DATA
5680861	 	ITEM_DATA
5680870	（Name準備中）（鞋子）	ITEM_DATA
5680871	 	ITEM_DATA
5680880	驚訝旋風魔衣（上）EX	ITEM_DATA
5680881	 	ITEM_DATA
5680890	驚訝旋風魔衣（下）EX	ITEM_DATA
5680891	 	ITEM_DATA
5680900	驚訝旋風魔衣（鞋子）EX	ITEM_DATA
5680901	 	ITEM_DATA
5680910	舒適魔衣曙光版（上）EX	ITEM_DATA
5680911	 	ITEM_DATA
5680920	舒適魔衣曙光版（下）EX	ITEM_DATA
5680921	 	ITEM_DATA
5680930	舒適魔衣曙光版（鞋子）EX	ITEM_DATA
5680931	 	ITEM_DATA
5680940	（Name準備中）（上）	ITEM_DATA
5680941	 	ITEM_DATA
5680950	（Name準備中）（下）	ITEM_DATA
5680951	 	ITEM_DATA
5680960	（Name準備中）（鞋子）	ITEM_DATA
5680961	 	ITEM_DATA
5680970	（Name準備中）（上）	ITEM_DATA
5680971	 	ITEM_DATA
5680980	（Name準備中）（下）	ITEM_DATA
5680981	 	ITEM_DATA
5680990	（Name準備中）（鞋子）	ITEM_DATA
5680991	 	ITEM_DATA
5681000	超驚訝魔衣Z（上）EX	ITEM_DATA
5681001	 	ITEM_DATA
5681010	超驚訝魔衣Z（下）EX	ITEM_DATA
5681011	 	ITEM_DATA
5681020	超驚訝魔衣Z（鞋子）EX	ITEM_DATA
5681021	 	ITEM_DATA
5681030	舒適魔衣超Z（上）EX	ITEM_DATA
5681031	 	ITEM_DATA
5681040	舒適魔衣超Z（下）EX	ITEM_DATA
5681041	 	ITEM_DATA
5681050	舒適魔衣超Z（鞋子）EX	ITEM_DATA
5681051	 	ITEM_DATA
5681060	（Name準備中）（上）	ITEM_DATA
5681061	 	ITEM_DATA
5681070	（Name準備中）（下）	ITEM_DATA
5681071	 	ITEM_DATA
5681080	（Name準備中）（鞋子）	ITEM_DATA
5681081	 	ITEM_DATA
5690010	姻緣項鍊EX #01	ITEM_DATA
5690011	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690020	姻緣項鍊EX #02	ITEM_DATA
5690021	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690030	姻緣項鍊EX #03	ITEM_DATA
5690031	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690040	姻緣項鍊EX #04	ITEM_DATA
5690041	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690050	姻緣項鍊EX #05	ITEM_DATA
5690051	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690060	姻緣項鍊EX #06	ITEM_DATA
5690061	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690070	姻緣項鍊EX #07	ITEM_DATA
5690071	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690080	姻緣項鍊EX #08	ITEM_DATA
5690081	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690090	姻緣項鍊	ITEM_DATA
5690091	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690100	姻緣項鍊	ITEM_DATA
5690101	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690110	姻緣項鍊EX	ITEM_DATA
5690111	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690120	姻緣項鍊EX	ITEM_DATA
5690121	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690130	姻緣項鍊EX	ITEM_DATA
5690131	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690140	姻緣項鍊EX	ITEM_DATA
5690141	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690150	姻緣項鍊EX	ITEM_DATA
5690151	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690160	姻緣項鍊EX	ITEM_DATA
5690161	模樣樸素的項鍊。是貧窮的戀人們確認彼此的緣份使用的\n。據說可以維繫長久的姻緣。	ITEM_DATA
5690170	那美坎風項鍊EX #01	ITEM_DATA
5690171	刻有那美坎藝術的特殊花紋。相當受到年輕人的喜愛。	ITEM_DATA
5690180	那美坎風項鍊EX #02	ITEM_DATA
5690181	刻有那美坎藝術的特殊花紋。相當受到年輕人的喜愛。	ITEM_DATA
5690190	那美坎風項鍊EX #03	ITEM_DATA
5690191	刻有那美坎藝術的特殊花紋。相當受到年輕人的喜愛。	ITEM_DATA
5690200	那美坎風項鍊EX #04	ITEM_DATA
5690201	刻有那美坎藝術的特殊花紋。相當受到年輕人的喜愛。	ITEM_DATA
5690210	那美坎風項鍊EX #05	ITEM_DATA
5690211	刻有那美坎藝術的特殊花紋。相當受到年輕人的喜愛。	ITEM_DATA
5690220	那美坎風項鍊EX #06	ITEM_DATA
5690221	刻有那美坎藝術的特殊花紋。相當受到年輕人的喜愛。	ITEM_DATA
5690230	那美坎風項鍊EX #07	ITEM_DATA
5690231	刻有那美坎藝術的特殊花紋。相當受到年輕人的喜愛。	ITEM_DATA
5690240	那美坎風項鍊EX #08	ITEM_DATA
5690241	刻有那美坎藝術的特殊花紋。相當受到年輕人的喜愛。	ITEM_DATA
5690250	那美坎風項鍊	ITEM_DATA
5690251	刻有那美坎藝術的特殊花紋。相當受到年輕人的喜愛。	ITEM_DATA
5690260	那美坎風項鍊	ITEM_DATA
